#Empirical CDF function
#interArrival(x), interArrivalCdf(y)
6.050000000000001e-06,0.0008837825894829872
5e-08,0.0004418912947414936
1.005e-05,0.001325673884224481
1.205e-05,0.001767565178965974
1.705e-05,0.002209456473707468
1.805e-05,0.003093239063190455
1.805e-05,0.003093239063190455
1.905e-05,0.003535130357931949
2.005e-05,0.004418912947414935
2.005e-05,0.004418912947414935
2.105e-05,0.006628369421122401
2.105e-05,0.006628369421122401
2.105e-05,0.006628369421122401
2.105e-05,0.006628369421122401
2.105e-05,0.006628369421122401
2.205e-05,0.00927971718957136
2.205e-05,0.00927971718957136
2.205e-05,0.00927971718957136
2.205e-05,0.00927971718957136
2.205e-05,0.00927971718957136
2.205e-05,0.00927971718957136
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.305e-05,0.01900132567388422
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.405e-05,0.03358373840035355
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.505e-05,0.04065399911621747
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.605e-05,0.05170128148475484
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.705e-05,0.06937693327441463
2.805e-05,0.07423773751657108
2.805e-05,0.07423773751657108
2.805e-05,0.07423773751657108
2.805e-05,0.07423773751657108
2.805e-05,0.07423773751657108
2.805e-05,0.07423773751657108
2.805e-05,0.07423773751657108
2.805e-05,0.07423773751657108
2.805e-05,0.07423773751657108
2.805e-05,0.07423773751657108
2.805e-05,0.07423773751657108
2.905e-05,0.07644719399027855
2.905e-05,0.07644719399027855
2.905e-05,0.07644719399027855
2.905e-05,0.07644719399027855
2.905e-05,0.07644719399027855
3.005e-05,0.07733097657976154
3.005e-05,0.07733097657976154
3.105e-05,0.08174988952717649
3.105e-05,0.08174988952717649
3.105e-05,0.08174988952717649
3.105e-05,0.08174988952717649
3.105e-05,0.08174988952717649
3.105e-05,0.08174988952717649
3.105e-05,0.08174988952717649
3.105e-05,0.08174988952717649
3.105e-05,0.08174988952717649
3.105e-05,0.08174988952717649
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.205e-05,0.08882015024304041
3.305e-05,0.09323906319045536
3.305e-05,0.09323906319045536
3.305e-05,0.09323906319045536
3.305e-05,0.09323906319045536
3.305e-05,0.09323906319045536
3.305e-05,0.09323906319045536
3.305e-05,0.09323906319045536
3.305e-05,0.09323906319045536
3.305e-05,0.09323906319045536
3.305e-05,0.09323906319045536
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.405e-05,0.1056120194432172
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.505e-05,0.1184268669907206
3.605e-05,0.1228457799381355
3.605e-05,0.1228457799381355
3.605e-05,0.1228457799381355
3.605e-05,0.1228457799381355
3.605e-05,0.1228457799381355
3.605e-05,0.1228457799381355
3.605e-05,0.1228457799381355
3.605e-05,0.1228457799381355
3.605e-05,0.1228457799381355
3.605e-05,0.1228457799381355
3.705e-05,0.1268228015908089
3.705e-05,0.1268228015908089
3.705e-05,0.1268228015908089
3.705e-05,0.1268228015908089
3.705e-05,0.1268228015908089
3.705e-05,0.1268228015908089
3.705e-05,0.1268228015908089
3.705e-05,0.1268228015908089
3.705e-05,0.1268228015908089
3.805e-05,0.1285903667697748
3.805e-05,0.1285903667697748
3.805e-05,0.1285903667697748
3.805e-05,0.1285903667697748
3.905e-05,0.1321254971277067
3.905e-05,0.1321254971277067
3.905e-05,0.1321254971277067
3.905e-05,0.1321254971277067
3.905e-05,0.1321254971277067
3.905e-05,0.1321254971277067
3.905e-05,0.1321254971277067
3.905e-05,0.1321254971277067
4.005e-05,0.1352187361908971
4.005e-05,0.1352187361908971
4.005e-05,0.1352187361908971
4.005e-05,0.1352187361908971
4.005e-05,0.1352187361908971
4.005e-05,0.1352187361908971
4.005e-05,0.1352187361908971
4.105e-05,0.1400795404330533
4.105e-05,0.1400795404330533
4.105e-05,0.1400795404330533
4.105e-05,0.1400795404330533
4.105e-05,0.1400795404330533
4.105e-05,0.1400795404330533
4.105e-05,0.1400795404330533
4.105e-05,0.1400795404330533
4.105e-05,0.1400795404330533
4.105e-05,0.1400795404330533
4.105e-05,0.1400795404330533
4.205e-05,0.1444984533804682
4.205e-05,0.1444984533804682
4.205e-05,0.1444984533804682
4.205e-05,0.1444984533804682
4.205e-05,0.1444984533804682
4.205e-05,0.1444984533804682
4.205e-05,0.1444984533804682
4.205e-05,0.1444984533804682
4.205e-05,0.1444984533804682
4.205e-05,0.1444984533804682
4.305e-05,0.148917366327883
