#Pareto - Cost J(iterations) convergence
#iterations, J(iterations)
1,0.996774292080898
2,0.9931508493412222
3,0.9906477257572249
4,0.9881602541454532
5,0.9856805623949761
6,0.9832085707654935
7,0.9807442549523663
8,0.9782875911185072
9,0.9758385555036375
10,0.973397124421275
11,0.9709632742584865
12,0.9685369814756585
13,0.9661182226062712
14,0.9637069742566726
15,0.9613032131058478
16,0.9589069159052021
17,0.9565180594783228
18,0.9541366207207655
19,0.9517625765998312
20,0.9493959041543329
21,0.9470365804943893
22,0.9446845828011876
23,0.9423398883267728
24,0.9400024743938257
25,0.9376723183954406
26,0.9353493977949107
27,0.9330336901255091
28,0.9307251729902655
29,0.928423824061762
30,0.9261296210819031
31,0.923842541861713
32,0.9215625642811098
33,0.9192896662887011
34,0.9170238259015645
35,0.9147650212050379
36,0.9125132303525065
37,0.9102684315651914
38,0.9080306031319381
39,0.905799723409011
40,0.9035757708198797
41,0.9013587238550083
42,0.8991485610716536
43,0.8969452610936527
44,0.8947488026112208
45,0.8925591643807375
46,0.8903763252245538
47,0.8882002640307701
48,0.88603095975305
49,0.8838683914104044
50,0.8817125380869933
51,0.8795633789319218
52,0.8774208931590419
53,0.875285060046746
54,0.873155858937772
55,0.8710332692389978
56,0.8689172704212477
57,0.8668078420190919
58,0.8647049636306479
59,0.8626086149173793
60,0.8605187756039082
61,0.8584354254778124
62,0.8563585443894315
63,0.854288112251671
64,0.8522241090398101
65,0.8501665147913078
66,0.848115309605607
67,0.8460704736439467
68,0.8440319871291659
69,0.8419998303455126
70,0.8399739836384568
71,0.8379544274144971
72,0.835941142140972
73,0.8339341083458731
74,0.8319333066176496
75,0.8299387176050318
76,0.8279503220168349
77,0.8259681006217749
78,0.823992034248285
79,0.8220221037843255
80,0.8200582901772054
81,0.8181005744333918
82,0.8161489376183293
83,0.8142033608562578
84,0.8122638253300272
85,0.8103303122809142
86,0.8084028030084524
87,0.8064812788702308
88,0.8045657212817325
89,0.8026561117161475
90,0.8007524317041913
91,0.7988546628339283
92,0.7969627867505965
93,0.7950767851564255
