Date;Time;Severity;TID;This;Function;Message
2017/11/09;18:55:53.292;ERROR;18536;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:1325 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::1:2 netSrc:fe80::f137:edd5:886d:3b73 transportProtocol:UDP portDst:547 portSrc546 npackets:4 pktSize:160"
2017/11/09;18:55:57.449;ERROR;19935;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:55:57.449;ERROR;19935;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:2722 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::1:2 netSrc:fe80::c83e:671b:b282:ee67 transportProtocol:UDP portDst:547 portSrc546 npackets:1 pktSize:160"
2017/11/09;18:55:57.502;ERROR;19953;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:55:57.502;ERROR;19953;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:2740 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::1:2 netSrc:fe80::3d1c:9cea:dce1:314b transportProtocol:UDP portDst:547 portSrc546 npackets:1 pktSize:160"
2017/11/09;18:55:59.209;ERROR;20321;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:55:59.209;ERROR;20321;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:3108 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::fb netSrc:fe80::1610:9fff:fecf:e171 transportProtocol:UDP portDst:5353 portSrc5353 npackets:1 pktSize:603"
2017/11/09;18:55:59.327;ERROR;20345;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
2017/11/09;18:55:59.328;ERROR;20345;0;TinsFlow::sendPackets@360;"[../libsimitar/TinsFlow.cpp] <Info> networkInterface:h1-eth0 FlowID:3132 etherProtocol:ETHERNET netProtocolICMPV6 netDst:ff02::fb netSrc:fe80::ca2a:14ff:fe4c:30e9 transportProtocol:UDP portDst:5353 portSrc5353 npackets:1 pktSize:426"
2017/11/09;18:55:59.328;ERROR;20347;0;TinsFlow::sendPackets@358;"[../libsimitar/TinsFlow.cpp] Generic execution error:  Tins::invalid_socket_type: The provided socket type is invalid"
