#Weibull aproximation vs Original set
#W(x), W(CDF) 
0,0
0.07212258636363636,0.8067276497914168
0.1442451727272727,0.8714675232428901
0.2163677590909091,0.903251110117168
0.2884903454545454,0.9227515772280495
0.3606129318181818,0.9360822534352325
0.4327355181818182,0.9458116648016359
0.5048581045454545,0.9532349063717322
0.5769806909090909,0.9590844423345642
0.6491032772727272,0.9638089437894215
0.7212258636363635,0.9676999515234456
0.79334845,0.9709557372601585
0.8654710363636363,0.9737161310381628
0.9375936227272726,0.9760827191331568
1.009716209090909,0.9781311531975307
1.081838795454545,0.9799189650176325
1.153961381818182,0.9814907013929227
1.226083968181818,0.9828813984942498
1.298206554545454,0.9841189929418496
1.370329140909091,0.9852260323773694
1.442451727272727,0.986220912895156
1.514574313636364,0.9871187897994271
1.5866969,0.9879322583599268
1.658819486363636,0.988671869769555
1.730942072727273,0.9893465271448331
1.803064659090909,0.9899637929518769
1.875187245454545,0.9905301301736709
1.947309831818182,0.9910510933188003
2.019432418181818,0.9915314810425732
2.091555004545454,0.9919754590919341
2.163677590909091,0.9923866600942005
2.235800177272727,0.9927682651205847
2.307922763636364,0.9931230707898736
2.38004535,0.9934535448135472
2.452167936363636,0.9937618722366417
2.524290522727273,0.9940499941397662
2.596413109090909,0.9943196401950163
2.668535695454545,0.9945723561821462
2.740658281818181,0.9948095273496075
2.812780868181818,0.9950323983320954
2.884903454545454,0.9952420902004375
2.957026040909091,0.9954396151123179
3.029148627272727,0.9956258889469909
3.101271213636363,0.9958017422388891
3.1733938,0.9959679296701562
3.245516386363636,0.9961251383377769
3.317638972727273,0.9962739949749538
3.389761559090909,0.9964150722769741
3.461884145454545,0.996548894457712
3.534006731818182,0.9966759421430615
3.606129318181818,0.9967966566911987
3.678251904545454,0.9969114440159466
3.750374490909091,0.9970206779781854
3.822497077272727,0.9971247034007584
3.894619663636363,0.9972238387543712
3.96674225,0.997318378555286
4.038864836363636,0.9974085955099558
4.110987422727272,0.9974947424369481
4.183110009090909,0.9975770539924466
4.255232595454546,0.9976557482221405
4.327355181818182,0.9977310279593573
4.399477768181818,0.997803082086748
4.471600354545454,0.9978720866766619
4.543722940909091,0.9979382060234642
4.615845527272727,0.9980015935794322
4.687968113636363,0.998062392804467
4.7600907,0.9981207379386359
4.832213286363636,0.9981767547055135
4.904335872727272,0.9982305609533619
4.976458459090908,0.9982822672403948
5.048581045454545,0.9983319773696635
5.120703631818182,0.9983797888784953
5.192826218181818,0.9984257934868683
5.264948804545455,0.9984700775086383
5.337071390909091,0.9985127222291136
5.409193977272727,0.9985538042521068
5.481316563636363,0.9985933958192651
5.55343915,0.9986315651041955
5.625561736363636,0.9986683764836433
5.697684322727272,0.9987038907877588
5.769806909090908,0.9987381655312818
5.841929495454545,0.998771255127297
5.914052081818181,0.9988032110850524
5.986174668181818,0.9988340821931895
6.058297254545455,0.9988639146896074
6.130419840909091,0.9988927524190666
6.202542427272727,0.9989206369795383
6.274665013636363,0.9989476078582108
6.3467876,0.9989737025579828
6.418910186363636,0.998998956715199
6.491032772727272,0.9990234042093157
6.563155359090909,0.9990470772651249
6.635277945454545,0.9990700065481088
6.707400531818181,0.9990922212534503
6.779523118181817,0.9991137491891755
6.851645704545454,0.9991346168538701
6.923768290909091,0.9991548495093699
6.995890877272727,0.9991744712487942
7.068013463636364,0.9991935050602598
7.14013605,0.9992119728865893
