#Pareto aproximation (maximum likehood) vs Original set
#ParetoMl(x), ParetoMl(CDF) 
0,0
0.07212258636363636,0.7289724034393055
0.1442451727272727,0.7457261560682422
0.2163677590909091,0.7550421792128678
0.2884903454545454,0.7614442642435755
0.3606129318181818,0.7662946535010623
0.4327355181818182,0.7701844111703134
0.5048581045454545,0.7734226023411668
0.5769806909090909,0.7761907470216941
0.6491032772727272,0.7786043387233326
0.7212258636363635,0.7807413062146222
0.79334845,0.7826566539351262
0.8654710363636363,0.7843906159051283
0.9375936227272726,0.7859734876700738
1.009716209090909,0.787428636117267
1.081838795454545,0.7887744528190095
1.153961381818182,0.7900256660780861
1.226083968181818,0.7911942483739363
1.298206554545454,0.792290059990165
1.370329140909091,0.7933213156478579
1.442451727272727,0.7942949294029583
1.514574313636364,0.7952167739579314
1.5866969,0.7960918786197124
1.658819486363636,0.7969245825024828
1.730942072727273,0.7977186545677667
1.803064659090909,0.7984773887409019
1.875187245454545,0.7992036800531092
1.947309831818182,0.7999000861673745
2.019432418181818,0.8005688775232357
2.091555004545454,0.8012120785311326
2.163677590909091,0.801831501663073
2.235800177272727,0.8024287758572729
2.307922763636364,0.8030053703354927
2.38004535,0.8035626146922188
2.452167936363636,0.804101715933089
2.524290522727273,0.8046237730008172
2.596413109090909,0.8051297892194236
2.668535695454545,0.8056206830039323
2.740658281818181,0.8060972971170899
2.812780868181818,0.8065604067028345
2.884903454545454,0.8070107262850261
2.957026040909091,0.8074489158869644
3.029148627272727,0.8078755864006568
3.101271213636363,0.8082913043133019
3.1733938,0.8086965958809361
3.245516386363636,0.8090919508248751
3.317638972727273,0.8094778256147928
3.389761559090909,0.809854646392558
3.461884145454545,0.8102228115828669
3.534006731818182,0.8105826942299862
3.606129318181818,0.8109346440942926
3.678251904545454,0.8112789895375638
3.750374490909091,0.8116160392219943
3.822497077272727,0.8119460836445365
3.894619663636363,0.8122693965253056
3.96674225,0.8125862360663525
4.038864836363636,0.8128968460950217
4.110987422727272,0.8132014571043334
4.183110009090909,0.8135002872012932
4.255232595454546,0.8137935429727083
4.327355181818182,0.8140814202769558
4.399477768181818,0.8143641049691521
4.471600354545454,0.814641773566317
4.543722940909091,0.8149145938583779
4.615845527272727,0.8151827254702089
4.687968113636363,0.8154463203793229
4.7600907,0.8157055233933432
4.832213286363636,0.8159604725909357
4.904335872727272,0.8162112997294949
4.976458459090908,0.8164581306225438
5.048581045454545,0.8167010854894969
5.120703631818182,0.8169402792801751
5.192826218181818,0.8171758219762224
5.264948804545455,0.8174078188713632
5.337071390909091,0.8176363708322547
5.409193977272727,0.8178615745415199
5.481316563636363,0.8180835227243963
5.55343915,0.818302304360308
5.625561736363636,0.8185180048805428
5.697684322727272,0.8187307063531132
5.769806909090908,0.818940487655783
5.841929495454545,0.8191474246381545
5.914052081818181,0.8193515902736332
5.986174668181818,0.8195530548020187
6.058297254545455,0.8197518858634022
6.130419840909091,0.8199481486240012
6.202542427272727,0.8201419058945021
6.274665013636363,0.82033321824144
6.3467876,0.8205221440920998
6.418910186363636,0.8207087398333842
6.491032772727272,0.8208930599050593
6.563155359090909,0.8210751568877559
6.635277945454545,0.8212550815860757
6.707400531818181,0.8214328831071251
6.779523118181817,0.8216086089347725
6.851645704545454,0.8217823049999077
6.923768290909091,0.8219540157469556
6.995890877272727,0.8221237841968823
7.068013463636364,0.8222916520069107
7.14013605,0.8224576595271528
