#Normal aproximation vs Original set
#Normal(x), Normal(CDF) 
0,0.3878820741687483
0.07212258636363636,0.4440143095092854
0.1442451727272727,0.5012945953152199
0.2163677590909091,0.5585481588501057
0.2884903454545454,0.614601870777332
0.3606129318181818,0.6683558647964591
0.4327355181818182,0.7188477522775992
0.5048581045454545,0.7653032349214079
0.5769806909090909,0.8071687894689119
0.6491032772727272,0.8441244711415078
0.7212258636363635,0.8760773564435985
0.79334845,0.9031383309587645
0.8654710363636363,0.9255865177588058
0.9375936227272726,0.9438264651129886
1.009716209090909,0.958343247418772
1.081838795454545,0.9696599945371754
1.153961381818182,0.9783012593424536
1.226083968181818,0.9847643085633994
1.298206554545454,0.9894991130484162
1.370329140909091,0.9928967037915472
1.442451727272727,0.9952847597322038
1.514574313636364,0.9969288374101748
1.5866969,0.9980375131985511
1.658819486363636,0.9987698168083547
1.730942072727273,0.9992436027329207
1.803064659090909,0.9995438489109574
1.875187245454545,0.9997302194068112
1.947309831818182,0.9998435327773465
2.019432418181818,0.999911015013257
2.091555004545454,0.9999503792705505
2.163677590909091,0.9999728707972039
2.235800177272727,0.9999854583140751
2.307922763636364,0.9999923585737645
2.38004535,0.9999960636318922
2.452167936363636,0.9999980122593466
2.524290522727273,0.9999990161046445
2.596413109090909,0.9999995226390169
2.668535695454545,0.9999997729933958
2.740658281818181,0.9999998941942219
2.812780868181818,0.9999999516667182
2.884903454545454,0.9999999783610231
2.957026040909091,0.9999999905055671
3.029148627272727,0.9999999959174432
3.101271213636363,0.9999999982796529
3.1733938,0.999999999289587
3.245516386363636,0.9999999997125201
3.317638972727273,0.999999999886002
3.389761559090909,0.9999999999557032
3.461884145454545,0.9999999999831335
3.534006731818182,0.9999999999937071
3.606129318181818,0.9999999999976994
3.678251904545454,0.9999999999991759
3.750374490909091,0.9999999999997108
3.822497077272727,0.9999999999999005
3.894619663636363,0.9999999999999665
3.96674225,0.9999999999999889
4.038864836363636,0.9999999999999964
4.110987422727272,0.9999999999999989
4.183110009090909,0.9999999999999997
4.255232595454546,0.9999999999999999
4.327355181818182,1
4.399477768181818,1
4.471600354545454,1
4.543722940909091,1
4.615845527272727,1
4.687968113636363,1
4.7600907,1
4.832213286363636,1
4.904335872727272,1
4.976458459090908,1
5.048581045454545,1
5.120703631818182,1
5.192826218181818,1
5.264948804545455,1
5.337071390909091,1
5.409193977272727,1
5.481316563636363,1
5.55343915,1
5.625561736363636,1
5.697684322727272,1
5.769806909090908,1
5.841929495454545,1
5.914052081818181,1
5.986174668181818,1
6.058297254545455,1
6.130419840909091,1
6.202542427272727,1
6.274665013636363,1
6.3467876,1
6.418910186363636,1
6.491032772727272,1
6.563155359090909,1
6.635277945454545,1
6.707400531818181,1
6.779523118181817,1
6.851645704545454,1
6.923768290909091,1
6.995890877272727,1
7.068013463636364,1
7.14013605,1
